License Number,Profession,License Status,Licensee,License Expiration Date,Address 1,Address 2,City,State,County,Zip,Phone
RCO1508,MOLD REMEDIATION COMPANY,EXPIRED,KABL VENTURES INC.,3/13/2026,PO BOX 591622,,SAN ANTONIO,TX,BEXAR,78259-0130,210-904-0070
RCO1509,MOLD REMEDIATION COMPANY,EXPIRED,ADVANCE CATASTROPHE TECHNOLOGIES LLC,3/13/2024,840 W SAM HOUSTON PKWY N STE 225,,HOUSTON,TX,HARRIS,77024-4639,833-633-3228
RCO1510,MOLD REMEDIATION COMPANY,EXPIRED,MCDOUGAL REMEDIATION,3/28/2024,4200 NASMYTH DR,,PLANO,TX,COLLIN,75093-6838,972-322-5048
RCO1511,MOLD REMEDIATION COMPANY,CURRENT,CRITICAL RESPONSE & REMEDIATION CONTRACTORS,3/31/2028,15093 REGINA DR,,HARLINGEN,TX,CAMERON,78552-2093,956-244-5650
RCO1512,MOLD REMEDIATION COMPANY,EXPIRED,"ADNH REMEDIATION, LLC",4/3/2026,10245 THISTLE RDG,,AUSTIN,TX,TRAVIS,78733-2432,408-623-8840
RCO1513,MOLD REMEDIATION COMPANY,EXPIRED,KENTON FINANCIAL INCORPORATED,4/10/2024,22410 BRIDGEHAVEN DR,,KATY,TX,FORT BEND,77494-2218,716-903-8544
RCO1514,MOLD REMEDIATION COMPANY,CURRENT,GLOBAL INDUSTRY GROUP,5/15/2028,3129 KINGSLEY DR STE 520,,PEARLAND,TX,BRAZORIA,77584-8508,469-235-3840
RCO1515,MOLD REMEDIATION COMPANY,CURRENT,"BIG THICKET VENTURES, LLC DBA PREMIER RESTORATION & CONSTRUCTION",4/12/2028,6650 DOBBS VALLEY RD,,MILLSAP,TX,PARKER,76066-9632,409-893-0176
RCO1516,MOLD REMEDIATION COMPANY,CURRENT,WALLACE FLOORING & CONSTRUCTION,4/21/2028,12543 WETMORE RD,,SAN ANTONIO,TX,BEXAR,78247-3622,210-494-0015
RCO1517,MOLD REMEDIATION COMPANY,CURRENT,ACR RESTORATION,5/1/2028,1836 LONE STAR RD BLDG 2,,MANSFIELD,TX,TARRANT,76063-5868,817-269-8000
RCO1518,MOLD REMEDIATION COMPANY,CURRENT,"VZA VENTURES, INC.",5/2/2028,728 STARLIGHT PASS,,HEATH,TX,ROCKWALL,75032-5985,985-855-4313
RCO1519,MOLD REMEDIATION COMPANY,CURRENT,JMAR MITIGATION SOLUTIONS LLC DBA SERVPRO OF EAST EL PASO,5/3/2028,6596 MONTANA AVE STE E,,EL PASO,TX,EL PASO,79925-2140,915-249-6957
RCO1520,MOLD REMEDIATION COMPANY,EXPIRED,"TPMG HOLDINGS, LLC",5/11/2024,1300 W 19TH ST # 7025,,HOUSTON,TX,HARRIS,77008-1689,713-597-1122
RCO1521,MOLD REMEDIATION COMPANY,CURRENT,"ALPHA DEMOLITION & REMEDIATION, LLC",5/18/2028,7710 CHERRY PARK DR STE T-351,,HOUSTON,TX,HARRIS,77095-2700,346-804-7589
RCO1522,MOLD REMEDIATION COMPANY,EXPIRED,TYLER RESTORATION LLC,5/19/2024,2436 PEYTON RD,,HOUSTON,TX,HARRIS,77032-2020,281-219-8180
RCO1523,MOLD REMEDIATION COMPANY,EXPIRED,BE HAPPY RESTORATION SERVICES LLC.,5/19/2024,6223 HOTT SPRINGS DR,,ARLINGTON,TX,TARRANT,76001,214-616-9951
RCO1524,MOLD REMEDIATION COMPANY,EXPIRED,"ZKM RESOURCES, LLC",6/21/2026,PO BOX 3093,,CEDAR PARK,TX,WILLIAMSON,78630-3093,512-337-9544
RCO1525,MOLD REMEDIATION COMPANY,CURRENT,WISE RESTORATION INC.,10/25/2026,121 COUNTY ROAD 1348,,CHICO,TX,WISE,76431-3018,940-443-4110
RCO1526,MOLD REMEDIATION COMPANY,EXPIRED,KGM ENVIRONMENTAL LLC,6/7/2024,2302 CASTLEGATE DR,,CORINTH,TX,DENTON,76210-6480,469-261-0340
RCO1527,MOLD REMEDIATION COMPANY,CURRENT,"RESPECT, LLC DBA SERVPRO EAST SAN ANTONIO",6/21/2028,2730 S FOSTER RD,,SAN ANTONIO,TX,BEXAR,78220,210-278-4978
RCO1528,MOLD REMEDIATION COMPANY,EXPIRED,HEADSTRONG ENVIRONMENTAL SERVICES,6/23/2024,1995 VZ COUNTY ROAD 3808,,WILLS POINT,TX,KAUFMAN,75169-6928,469-441-2630
RCO1529,MOLD REMEDIATION COMPANY,CURRENT,PROPEL HOME SERVICES,6/27/2028,1500 NORTHPARK DR SUITE 126,,FORT WORTH,TX,TARRANT,76102-1020,713-201-8511
RCO1530,MOLD REMEDIATION COMPANY,CURRENT,"F H ARC ABATEMENT, LLC",6/29/2028,225 S 12TH ST,,WACO,TX,MCLENNAN,76701-1811,254-755-6770
RCO1531,MOLD REMEDIATION COMPANY,EXPIRED,WEDRY AND RESTORE LLC,7/5/2024,700 MILAM ST,Suite 1300,HOUSTON,TX,HARRIS,77002-2806,954-543-0868
RCO1532,MOLD REMEDIATION COMPANY,CURRENT,MALLORCA H400,8/13/2028,13290 POND SPRINGS RD,,AUSTIN,TX,TRAVIS,78729,512-215-8001
RCO1533,MOLD REMEDIATION COMPANY,CURRENT,DRITEX LLC,7/25/2028,13843 HIGHWAY 105 W,STE 213,CONROE,TX,MONTGOMERY,77304,936-324-0006
RCO1534,MOLD REMEDIATION COMPANY,EXPIRED,DELTA RESTORATION,7/27/2024,3333 LAKE ST,Apt 15C,HOUSTON,TX,HARRIS,77098-2563,832-799-7395
RCO1535,MOLD REMEDIATION COMPANY,EXPIRED,BLAKE DYLAN LLC,8/1/2024,22605 HOMESTEAD MESA,,SAN ANTONIO,TX,BEXAR,78255-2459,405-589-0427
RCO1536,MOLD REMEDIATION COMPANY,EXPIRED,NO WATER NO MOLD LLC,8/3/2026,4500 ELDORADO PKWY,Suite 1550,MCKINNEY,TX,COLLIN,75070-5757,833-267-7270
RCO1537,MOLD REMEDIATION COMPANY,EXPIRED,STEAMATIC LLC,8/8/2024,4320 MARSH RIDGE RD,Suite 190,CARROLLTON,TX,DENTON,75010-4536,817-332-1575
RCO1538,MOLD REMEDIATION COMPANY,CURRENT,"GTH SERVICES, INC",2/21/2027,11591 GALM RD,,SAN ANTONIO,TX,BEXAR,78254-9505,210-521-3313
RCO1539,MOLD REMEDIATION COMPANY,EXPIRED,"AUSTIN MOLD TESTING, LLC",8/10/2024,408 ENGLISH OAK ST,,GEORGETOWN,TX,WILLIAMSON,78626-2869,512-766-4604
RCO1540,MOLD REMEDIATION COMPANY,CURRENT,WILSON MITIGATION SFTC LLC,11/22/2026,1250 S OKLAHOMA DR,,CELINA,TX,COLLIN,75009-6667,972-335-9900
RCO1541,MOLD REMEDIATION COMPANY,CURRENT,RAM JAN SERVICESLLC,11/5/2026,11601 PELICANO STE B6,,EL PASO,TX,EL PASO,79936,915-478-4134
RCO1542,MOLD REMEDIATION COMPANY,CURRENT,"COIT, INC.",8/22/2028,9001 SPRING BRANCH DR,,HOUSTON,TX,HARRIS,77080-7407,713-461-6171
RCO1543,MOLD REMEDIATION COMPANY,CURRENT,ALPHA ABATEMENT SOLUTIONS,8/28/2028,3323 SAM RAYBURN RUN,,CARROLLTON,TX,DENTON,75007-3216,469-892-6008
RCO1544,MOLD REMEDIATION COMPANY,CURRENT,BIRDCALL RESTORATION & CONSTRUCTION LLC,9/14/2026,12227 OLD HUFFMEISTER RD,,CYPRESS,TX,HARRIS,77429-3219,954-478-2765
RCO1545,MOLD REMEDIATION COMPANY,EXPIRED,"ADVANTACLEAN OF GREATER DALLAS, LLC",9/19/2024,110 N FREEPORT PKWY STE 140,,COPPELL,TX,DALLAS,75019-3814,972-572-5326
RCO1546,MOLD REMEDIATION COMPANY,CURRENT,AMERICAN POLLUTION CONTROL CORP,10/2/2028,401 W ADMIRAL DOYLE DR,,NEW IBERIA,LA,,70560-6515,337-412-4348
RCO1547,MOLD REMEDIATION COMPANY,CURRENT,TRIO CONSTRUCTION LIMITED LIABILITY COMPANY,10/9/2028,6991 ALAMO DOWNS PKWY,Suite 6991,SAN ANTONIO,TX,BEXAR,78238-4522,210-455-1330
RCO1548,MOLD REMEDIATION COMPANY,EXPIRED,"TRUSTED RESTORATION, LLC",10/16/2024,7719 SCENIC LAKEVIEW DR,,SALADO,TX,BELL,76571-5360,254-247-5611
RCO1549,MOLD REMEDIATION COMPANY,EXPIRED,ROADRUNNER RESTORATION COMPANY LLC,10/17/2024,PO BOX 40879,,HOUSTON,TX,HARRIS,77240-0879,281-358-0999
RCO1550,MOLD REMEDIATION COMPANY,CURRENT,CTX1 RESTORATION LLC,10/20/2026,1222 OLD MARTINDALE RD,,SAN MARCOS,TX,GUADALUPE,78666-9368,830-625-0578
RCO1551,MOLD REMEDIATION COMPANY,CURRENT,"LANDZLER, LLC",1/29/2027,2205 HUTTON DR STE 110,,CARROLLTON,TX,DALLAS,75006-8416,469-289-6376
RCO1552,MOLD REMEDIATION COMPANY,EXPIRED,MANN MADE RESTORATION 2,11/13/2024,13330 TELGE RD,Suite 306,CYPRESS,TX,HARRIS,77429-1092,281-213-4254
RCO1553,MOLD REMEDIATION COMPANY,CURRENT,AIR QUALITY TECH LLC,11/30/2026,8990 PARK WEST DR STE F1,,HOUSTON,TX,HARRIS,77063-4112,832-734-8631
RCO1554,MOLD REMEDIATION COMPANY,CURRENT,"CAPITAL DISASTER SOLUTIONS, LLC",12/8/2026,1123 WITTE RD,Suite B,HOUSTON,TX,HARRIS,77055-6018,713-775-5203
RCO1555,MOLD REMEDIATION COMPANY,CURRENT,KM ENVIRONMENT SERVICE GROUP INC,12/11/2026,2845 LOTUS PARK,,SCHERTZ,TX,COMAL,78154-3740,210-685-1810
RCO1556,MOLD REMEDIATION COMPANY,EXPIRED,TWINS CLEANING SOLUTION LLC,12/28/2024,18116 PEPPY PL,,DALLAS,TX,DALLAS,75252-2700,214-886-3127
RCO1557,MOLD REMEDIATION COMPANY,EXPIRED,HORIZON EMERGENCY SERVICES & RESTORATION INC,1/3/2025,605 AVENIDA LOS FLORES,,SAN CLEMENTE,CA,OUT OF STATE/UNKNOWN,92672-3957,714-732-8993
RCO1558,MOLD REMEDIATION COMPANY,CURRENT,"GENTLEMEN'S RESTORATION, LLC",1/4/2027,7966 COUNTY ROAD 151,,KAUFMAN,TX,KAUFMAN,75142-7312,469-912-2300
RCO1559,MOLD REMEDIATION COMPANY,CURRENT,"KALY SOLUTIONS, LLC",1/10/2027,2202 113TH ST,Suite 100,GRAND PRAIRIE,TX,DALLAS,75050-1291,404-966-1105
RCO1560,MOLD REMEDIATION COMPANY,CURRENT,RESTORENOW HOLDINGS LIMITED,1/25/2027,PO BOX 488,,NEVADA,TX,COLLIN,75173-0488,855-737-8671
RCO1561,MOLD REMEDIATION COMPANY,CURRENT,GREENTECH CONSTRUCTION LLC,4/23/2027,4369 N MACGREGOR WAY,,HOUSTON,TX,HARRIS,77004-6552,832-385-3809
RCO1562,MOLD REMEDIATION COMPANY,CURRENT,TODO SECO INC.,2/8/2027,849 SYLVAN DR,,FORT WORTH,TX,TARRANT,76120-2851,469-300-1810
RCO1563,MOLD REMEDIATION COMPANY,CURRENT,"BUFFALO HOME REMODELING & REMEDIATION SERVICES, LLC",3/1/2027,9809 HARWIN DR STE J,,HOUSTON,TX,HARRIS,77036-1619,832-329-6041
RCO1564,MOLD REMEDIATION COMPANY,EXPIRED,AMER CLEANING ENTERPRISES,3/1/2025,1 RIVERWAY,,HOUSTON,TX,HARRIS,77056-1920,713-513-6166
RCO1565,MOLD REMEDIATION COMPANY,CURRENT,"MJT RESTORATION, INC.",3/6/2027,"136  CHISUM TRAIL DRIVE ",,LA VERNIA,TX,WILSON,78121,210-693-2467
RCO1566,MOLD REMEDIATION COMPANY,CURRENT,AML ENVIRONMENTAL,3/6/2027,5948 US HIGHWAY 277 S,,ABILENE,TX,TAYLOR,79606-1704,325-660-6427
RCO1567,MOLD REMEDIATION COMPANY,CURRENT,"REACTIC, LLC DBA REACTIC RESTORATION",4/4/2027,1711 BARRETT AVE,,RICHMOND,CA,OUT OF STATE/UNKNOWN,94801-2825,214-730-6009
RCO1568,MOLD REMEDIATION COMPANY,CURRENT,"HEART OF TEXAS RESTORATION, LLC",4/16/2027,1101 S BRIDGE ST,,BRADY,TX,MCCULLOCH,76825-6227,325-456-4622
RCO1569,MOLD REMEDIATION COMPANY,CURRENT,REMEDIATION RESQ LLC - DBA - RESTORATION RESQ LLC,4/19/2027,10202 MULA CIR,Ste A,STAFFORD,TX,HARRIS,77477-3328,281-777-7872
RCO1570,MOLD REMEDIATION COMPANY,CURRENT,METROPLEX CLEANING AND RESTORATION,2/13/2028,PO BOX 185,,COLLEYVILLE,TX,TARRANT,76034-0185,817-205-5759
RCO1571,MOLD REMEDIATION COMPANY,EXPIRED,TRUSTAR RESTORATION,5/4/2025,7750 N MACARTHUR BLVD # 120-264,,IRVING,TX,DALLAS,75063-7514,682-270-5410
RCO1572,MOLD REMEDIATION COMPANY,CURRENT,"DUN-RIGHT REMEDIATION SERVICES, INC.",1/26/2028,9625 BROADWAY,,SAN ANTONIO,TX,BEXAR,78217-4902,210-201-0506
RCO1573,MOLD REMEDIATION COMPANY,EXPIRED,TEXAS RESTORE LLC,6/20/2025,314 SOUTH LOOP,,FLORENCE,TX,WILLIAMSON,76527-4745,512-660-1651
RCO1574,MOLD REMEDIATION COMPANY,CURRENT,NORTH TEXAS ENVIRONMENTAL AND DEMOLITION SERVICES,6/28/2027,9913 SILVER MEADOW DR,,DALLAS,TX,DALLAS,75217-3830,469-579-6022
RCO1575,MOLD REMEDIATION COMPANY,CURRENT,"DOAN RESTORATION OF DALLAS, LLC",7/6/2027,5325 MALIBU ST,,FORT WORTH,TX,TARRANT,76244-7115,586-770-4078
RCO1576,MOLD REMEDIATION COMPANY,CURRENT,SERVPRO TEAM SHAW,9/9/2027,2045 GRAYSON DR,,GRAPEVINE,TX,TARRANT,76051-7007,817-595-0004
RCO1577,MOLD REMEDIATION COMPANY,CURRENT,ADH DISASTER RESTORATION,7/12/2027,515 W SOUTHLAKE BLVD,Ste. 150,SOUTHLAKE,TX,TARRANT,76092-6172,214-704-8765
RCO1578,MOLD REMEDIATION COMPANY,CURRENT,GREEN DYNASTY CORP. - DAB ALL DRY,7/13/2027,10903 PECAN DR,,LA PORTE,TX,HARRIS,77571-4329,281-840-3455
RCO1579,MOLD REMEDIATION COMPANY,EXPIRED,HYDRO WORKS RESTORATION SVC OF TEXAS,7/18/2025,107 DEVONSHIRE RD,,BOERNE,TX,KENDALL,78006-1705,210-997-2273
RCO1580,MOLD REMEDIATION COMPANY,EXPIRED,WATERMARK RESTORATION LTD,7/18/2025,2123 SILVER MOON TRL,,CROSBY,TX,HARRIS,77532,832-731-2262
RCO1581,MOLD REMEDIATION COMPANY,EXPIRED,BEARTOWN RESTORE GROUP LLC,7/25/2025,801 RUSSELL PALMER RD,,KINGWOOD,TX,MONTGOMERY,77339-1644,281-358-0363
RCO1582,MOLD REMEDIATION COMPANY,CURRENT,DRY GUYS WATER DAMAGE SOLUTIONS LLC,12/3/2027,18060 HILL RD,,CLEVELAND,TX,MONTGOMERY,77328-6219,936-718-1616
RCO1583,MOLD REMEDIATION COMPANY,CURRENT,GIRAFFE HOME & COMMERCIAL SERVICES LLC,8/16/2027,PO BOX 1131,,LIBERTY HILL,TX,WILLIAMSON,78642-1131,512-718-3553
RCO1584,MOLD REMEDIATION COMPANY,CURRENT,ANDERSON RESTORATION,8/23/2027,19286 KICKAPOO RD,,WALLER,TX,HARRIS,77484-7095,281-376-7474
RCO1585,MOLD REMEDIATION COMPANY,EXPIRED,"SAXET RESTORATION, LLC",9/7/2025,301 MAIN PLAZA #356,,NEW BRAUNFELS,TX,COMAL,78130,210-912-9050
RCO1586,MOLD REMEDIATION COMPANY,EXPIRED,"RAH CAPITAL, INC.",9/12/2025,2300 WOODFOREST PKWY N,Ste 250-418,MONGTOMERY,TX,MONTGOMERY,77316,409-658-3049
RCO1587,MOLD REMEDIATION COMPANY,CURRENT,EMPIRE ENVIRONMENTAL GROUP LLC,9/12/2027,6321 GREEN VALLEY DR,,GARLAND,TX,DALLAS,75043,214-325-6700
RCO1588,MOLD REMEDIATION COMPANY,CURRENT,POJ CREW CORP.,9/14/2027,4287 RIDGEBEND DR,,ROUND ROCK,TX,WILLIAMSON,78665-5008,949-202-7520
RCO1589,MOLD REMEDIATION COMPANY,CURRENT,QUICK DRY CARPET CLEANING LLC,9/24/2027,1019 S HEATHERWILDE BLVD,Suite 120,PFLUGERVILLE,TX,TRAVIS,78660-6164,512-540-4747
RCO1590,MOLD REMEDIATION COMPANY,CURRENT,TEC ENVIRONMENTAL,10/5/2027,201 NORTHVIEW DR,,TERRELL,TX,KAUFMAN,75160-1743,972-524-9966
RCO1591,MOLD REMEDIATION COMPANY,CURRENT,"CGI RESTORATION SERVICES, LLC",10/9/2027,PO BOX 774,,MONTGOMERY,TX,MONTGOMERY,77356-0774,936-582-4777
RCO1592,MOLD REMEDIATION COMPANY,CURRENT,"LUBBOCK STEAMER RESTORATION & CLEANING SERVICES, LLC",10/17/2027,610 COUNTY ROAD 7700,,LUBBOCK,TX,LUBBOCK,79423-6607,806-748-8400
RCO1593,MOLD REMEDIATION COMPANY,CURRENT,W.B. ARTHUR LLC,10/18/2027,5365 INDUSTRIAL WAY DR,,BUDA,TX,HAYS,78610-5750,512-295-0458
RCO1594,MOLD REMEDIATION COMPANY,EXPIRED,"CLASSIC CONSTRUCTION AND RESTORATION, INC.",10/18/2025,406 S YALE DR,,GARLAND,TX,DALLAS,75042-6941,469-594-2175
RCO1595,MOLD REMEDIATION COMPANY,CURRENT,"RATCLIFF RECOVERY SERVICES, LLC",10/18/2027,403 INTERNATIONAL PKWY STE 503,,RICHARDSON,TX,DALLAS,75081-6624,972-803-5708
RCO1596,MOLD REMEDIATION COMPANY,EXPIRED,"DSW CONSTRUCTION SERVICES, LLC",11/1/2025,143 VALLEY DR,,HUNTSVILLE,TX,WALKER,77320-1659,936-661-5602
RCO1597,MOLD REMEDIATION COMPANY,EXPIRED,"KENNETH BRYAN INTERESTS, INC",11/6/2025,22131 ROTHWOOD RD STE 205,,SPRING,TX,HARRIS,77389-5482,281-466-2981
RCO1598,MOLD REMEDIATION COMPANY,EXPIRED,SUPERIOR ENVIRONMENTAL SERVICES,11/6/2025,535 TALBERT DR,Suite 111,PLANO,TX,COLLIN,75093-0042,781-775-2359
RCO1599,MOLD REMEDIATION COMPANY,EXPIRED,OLIVER ESPARZA OPERATIONS LLC,11/7/2025,15015 TRADESMAN,Ste 105,SAN ANTONIO,TX,BEXAR,78249,210-610-5353
RCO1600,MOLD REMEDIATION COMPANY,CURRENT,"FSG RESTORATION SERVICES, LLC",12/12/2027,13735 FM 529 RD,,HOUSTON,TX,HARRIS,77041-2522,713-937-8700
RCO1601,MOLD REMEDIATION COMPANY,CURRENT,"WATTERSON ENVIRONMENTAL GROUP, LLC",11/12/2027,1700 E GOLF RD STE 500,,SCHAUMBURG,IL,OUT OF STATE/UNKNOWN,60173-5804,847-807-4401
RCO1602,MOLD REMEDIATION COMPANY,CURRENT,HIGH CALIBER RESTORATION,11/14/2027,2404 ELLIS ST STE 4,,VENUS,TX,ELLIS,76084-3392,817-779-4649
RCO1603,MOLD REMEDIATION COMPANY,CURRENT,CLE MANAGEMENT INC. DBA UNITED WATER RESTORATION GROUP,11/14/2027,1008 W HARRIS RD,Suite 100,ARLINGTON,TX,TARRANT,76001-6806,817-489-9500
RCO1604,MOLD REMEDIATION COMPANY,EXPIRED,HIGH HILL ENTERPRISE LLC,11/14/2025,1518 PIMPERNEL,,SAN ANTONIO,TX,BEXAR,78260-2159,210-422-4239
RCO1605,MOLD REMEDIATION COMPANY,EXPIRED,STRATA CONSTRUCTION & DEVELOPMENT,11/14/2025,16518 HOUSE HAHL RD,,CYPRESS,TX,HARRIS,77433-1901,281-343-3100
RCO1606,MOLD REMEDIATION COMPANY,CURRENT,"SKILLFUL IMPROVEMENTS, INC.",12/4/2027,2143 GUS THOMASSON RD BLDG 1,,MESQUITE,TX,DALLAS,75150-5373,972-279-0119
RCO1607,MOLD REMEDIATION COMPANY,CURRENT,CK RESTORATION,12/15/2027,3808 HWY 271 N,,POWDERLY,TX,LAMAR,75473-5650,918-913-4490
RCO1608,MOLD REMEDIATION COMPANY,CURRENT,SERVAC RESTORATION LLC,2/9/2028,836 1/2 E WELLINGTON ST,,HOUSTON,TX,HARRIS,77076-3431,832-805-6391
RCO1609,MOLD REMEDIATION COMPANY,EXPIRED,"MOSES ENVIRONMENTAL & CONSTRUCTION SERVICES, LLC",12/7/2025,216 S LIPSCOMB ST,,AMARILLO,TX,POTTER,79106-8424,806-334-3610
RCO1610,MOLD REMEDIATION COMPANY,CURRENT,WAVY RESTORATION LLC,12/10/2027,931 LA MANDA BLVD,,SAN ANTONIO,TX,BEXAR,78201-2533,210-480-4830
RCO1611,MOLD REMEDIATION COMPANY,CURRENT,"TKM FAMILY PARTNERS, LLC",12/12/2027,116 AVA DRIVE,Suite A,HEWITT,TX,MCLENNAN,76643,254-224-5999
RCO1612,MOLD REMEDIATION COMPANY,CURRENT,"WILSON MITIGATION KC, LLC.",12/12/2027,11111 JONES RD W,,HOUSTON,TX,HARRIS,77065-3616,281-469-2957
RCO1613,MOLD REMEDIATION COMPANY,EXPIRED,"VANCO INSULATION, INC.",12/14/2025,5804 S FM 1788,,MIDLAND,TX,MIDLAND,79706-3036,432-561-9224
RCO1614,MOLD REMEDIATION COMPANY,EXPIRED,SWP CONTRACTORS,12/27/2025,9302 ALBERENE DR,,HOUSTON,TX,HARRIS,77074-1304,713-777-9615
RCO1615,MOLD REMEDIATION COMPANY,CURRENT,"ZEUS RESTORATION, LLC",1/8/2028,6280 STATE HIGHWAY 276 STE F,,ROYSE CITY,TX,ROCKWALL,75189-5739,972-587-6881
RCO1616,MOLD REMEDIATION COMPANY,CURRENT,"SOUTHLAKE RESTORATION HOLDINGS, INC.",1/23/2028,1405 MONTGOMERY LN,,SOUTHLAKE,TX,TARRANT,76092-9603,214-470-5460
RCO1617,MOLD REMEDIATION COMPANY,EXPIRED,"KCM DYNAMIC BUILDS, LLC",1/31/2026,2140 E SOUTHLAKE BLVD,L603,SOUTHLAKE,TX,TARRANT,76092-6516,937-239-1719
RCO1618,MOLD REMEDIATION COMPANY,EXPIRED,FREEDOM FLOOD INC.,2/19/2026,2169 FM 515,,EMORY,TX,RAINS,75440-4805,903-394-6146
RCO1619,MOLD REMEDIATION COMPANY,CURRENT,PACER SERVICES LLC,3/10/2028,3902 N CAULDER WAY,,MISSOURI CITY,TX,FORT BEND,77459-6242,281-638-7344
RCO1620,MOLD REMEDIATION COMPANY,CURRENT,ECO RESTORATION & CLEANING SERVICES,2/29/2028,2951 MARINA BAY DR STE 367-130,,LEAGUE CITY,TX,GALVESTON,77573-2735,832-783-0022
RCO1621,MOLD REMEDIATION COMPANY,CURRENT,HYDRADRY INC,3/3/2028,203 W 1ST ST,,APOPKA,FL,,32703-4227,407-290-0567
RCO1622,MOLD REMEDIATION COMPANY,CURRENT,PASCHALL CONSTRUCTION GROUP,5/11/2028,136 N PASCHALL RD,,SUNNYVALE,TX,DALLAS,75182-9685,972-226-5599
RCO1623,MOLD REMEDIATION COMPANY,CURRENT,ROADRUNNER RESTORATION OPERATIONS LLC,3/24/2028,6819 WILLOW BROOK PARK,,HOUSTON,TX,HARRIS,77066-3015,281-358-0999
RCO1624,MOLD REMEDIATION COMPANY,EXPIRED,ONE LABORNOW LLC,4/7/2026,10643 HADDINGTON DR STE 150A,,HOUSTON,TX,HARRIS,77043-3256,832-991-8196
RCO1625,MOLD REMEDIATION COMPANY,CURRENT,U & A EMERGENCY RESTORATION SERVICES. LLC,4/8/2028,"26254 I-10WEST, SUITE 135",,BOERNE,TX,COMAL,78006,979-240-6664
RCO1626,MOLD REMEDIATION COMPANY,EXPIRED,RESILIENT RESTORATION LLC,4/9/2026,9917 THOMAS JEFFERSON DR,,MCKINNEY,TX,COLLIN,75072-5727,469-422-8582
RCO1627,MOLD REMEDIATION COMPANY,EXPIRED,GRANT MACKAY ABATEMENT COMPANY,4/11/2026,13610 REEVESTON RD,,HOUSTON,TX,HARRIS,77039-2908,713-357-6494
RCO1628,MOLD REMEDIATION COMPANY,CURRENT,"INTERNATIONAL PROPERTY DEVELOPMENTS, LLC",4/28/2028,346 TWIN CITY HWY,,PORT NECHES,TX,JEFFERSON,77651,409-729-3929
RCO1629,MOLD REMEDIATION COMPANY,EXPIRED,"WATSON RESTORATION MANAGEMENT, LLC",4/17/2026,1320 RANCHERS LEGACY TRAIL,,FORT WORTH,TX,TARRANT,76126,682-841-1788
RCO1630,MOLD REMEDIATION COMPANY,CURRENT,LONE STAR RESTORATION & CONSTRUCTION DBA (PUROCLEAN OF CENTRAL SOUTHWEST HOUSTON),5/13/2028,3635 WILLOWBEND BLVD STE 318,,HOUSTON,TX,HARRIS,77054-1107,832-856-5900
RCO1631,MOLD REMEDIATION COMPANY,CURRENT,RED RIVER REMEDIATION MANAGEMENT LLC DBA RED RIVER REMEDIATION,5/14/2028,1809 MONY STREET,,FORT WORTH,TX,TARRANT,76102,817-988-3996
RCO1632,MOLD REMEDIATION COMPANY,EXPIRED,AQUA ONE LLC,5/15/2026,25772 FM 365,,BEAUMONT,TX,JEFFERSON,77705,409-242-5260
RCO1633,MOLD REMEDIATION COMPANY,CURRENT,DISASTER RECOVERY CONSULTANTS,6/25/2028,131 SPIDER RD,,WAXAHACHIE,TX,ELLIS,75167-8981,817-939-4706
RCO1634,MOLD REMEDIATION COMPANY,CURRENT,R1 DALLAS OPERATING LLC,5/22/2028,9708 E MONTGOMERY AVE STE C,,SPOKANE,WA,OUT OF STATE/UNKNOWN,99206,817-756-6462
RCO1635,MOLD REMEDIATION COMPANY,CURRENT,ADDISON CAREY INDUSTRIES,7/1/2028,3650 S HIGHWAY 287,,WAXAHACHIE,TX,ELLIS,75165-7521,972-935-0827
RCO1636,MOLD REMEDIATION COMPANY,CURRENT,RAINING KATE'S FLOOD AND FIRE RESTORATION LLC,6/5/2028,11610 QUARTER HORSE TRL,,AUSTIN,TX,TRAVIS,78750-1357,512-772-1394
RCO1637,MOLD REMEDIATION COMPANY,CURRENT,"CASTRO COMPANIES, LLC",6/5/2028,"100  GLENBOROUGH DR., SUITE 0431E",,HOUSTON,TX,HARRIS,77067,346-664-0699
RCO1638,MOLD REMEDIATION COMPANY,EXPIRED,ROTO ROOTER SERVICES COMPANY,6/11/2026,3603 METRO PKWY,,SAN ANTONIO,TX,BEXAR,78247-3501,210-491-9387
RCO1639,MOLD REMEDIATION COMPANY,CURRENT,CLC SERVICES INC.,6/12/2028,PO BOX 157,,LEMING,TX,ATASCOSA,78050-0157,210-663-4370
RCO1640,MOLD REMEDIATION COMPANY,CURRENT,ATX 123 LLC,6/12/2028,"1700 S LAMAR BLVD, STE 338",,AUSTIN,TX,TRAVIS,78704,512-213-2988
RCO1641,MOLD REMEDIATION COMPANY,CURRENT,PRECISION DEMOLITION,6/19/2028,107 SUNNYDALE,,LEWISVILLE,TX,DENTON,75067-5233,512-450-3011
RCO1642,MOLD REMEDIATION COMPANY,EXPIRED,"ONEFORCE RESTORATION ATX, LLC",6/21/2026,4516 BURLESON RD UNIT 18118,,AUSTIN,TX,TRAVIS,78760-5046,512-420-9886
RCO1643,MOLD REMEDIATION COMPANY,CURRENT,FLOOD IMPACT XPERTS OF TEXAS LLC,6/30/2028,5725 WHARTON DR,,FORT WORTH,TX,TARRANT,76133-2812,480-625-9713
