License Number,License Type,Business Name,DBA Name,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,License Status
00585,Mold Assessment Contractor License (SH125),Joseph Penk,Mold Assessor,433 2nd St,,SCHENECTADY,NY,12306,5188886756,03/28/2016,03/31/2025,Expired
26-6ZEC3-SHMO,Mold Remediation Contractor License (SH126),"Jupiter Environmental Services, Inc.",,323 Changebridge Rd. Suite 100,,Pine Brook,NJ,07058,9735758700,02/09/2026,02/29/2028,Active
26-6Z58U-SHMO,Mold Remediation Contractor License (SH126),"K.A.M. of Western Dutchess County, Inc.","Servpro of Western Dutchess County, Servpro of Kingston/New Paltz",10 Lumen Lane,,Highland,NY,12528,8458313600,04/07/2026,04/30/2028,Active
26-6SIPU-SHMO,Mold Remediation Contractor License (SH126),KALRA CONSTRUCTION CORP,,2696 W ALDER RD,,BELLMORE,NY,11710,9176344486,02/12/2026,02/29/2028,Active
26-6S6NB-SHMO,Mold Remediation Contractor License (SH126),KC Restoration Corp,,191 Lee Ave,,Hicksville,NY,11801,3474597553,02/04/2026,02/29/2028,Active
26-69LR4-SHMO,Mold Assessment Contractor License (SH125),KELLEY RESTORATIONLLC,,610 ATLANTIC AVE,,NORTH CAPE MAY,NJ,08204,7184008991,07/31/2026,07/31/2028,Active
01867,Mold Remediation Contractor License (SH126),KJN Construction Corp,,329 E 132th Street  Apt 2D,,BRONX,NY,10454,3477395345,08/29/2022,08/31/2024,Expired
23-6UOHE-SHMO,Mold Remediation Contractor License (SH126),KMR Restoration Corp.,1-800 Water Damage of North and West Suffolk & North Fork,215 Stuyvesant Drive,,Selden,NY,11784,6317451599,08/29/2023,08/31/2025,Expired
25-64ZI3-SHMO,Mold Remediation Contractor License (SH126),"KPM Restoration, Inc.",,5 Knabner Road,,Mechanicville,NY,12118,5188599769,02/11/2025,02/28/2027,Active
24-6ZEHY-SHMO,Mold Assessment Contractor License (SH125),Kaltech Environmental Services LLC,,"257 Park Ave South, Ste 303",,NEW YORK,NY,10010,,03/07/2024,03/31/2025,Expired
25-64JTE-SHMO,Mold Assessment Contractor License (SH125),Katrisha Fields,Capital Movements Environmental,3 Cuthbert Street,,Schenectady,NY,12302,5189172245,01/02/2025,01/31/2027,Active
24-64EGV-SHMO,Mold Remediation Contractor License (SH126),Kennard Codrington,,"12610 95th Ave, 2nd Floor",,South Richmond,NY,11419,3477918099,12/30/2024,12/31/2026,Active
26-6ZQRZ-SHMO,Mold Assessment Contractor License (SH125),Kevin Geertgens,,6 16th Street,,Bayville,NY,11709,9144977638,04/14/2026,04/30/2028,Active
25-6ZSKG-SHMO,Mold Remediation Contractor License (SH126),Kiko's Construction Corp.,,4122 45th Street,Suite 1A,Sunnyside,NY,11104,9294620303,08/12/2025,03/31/2027,Active
25-6TXUY-SHMO,Mold Remediation Contractor License (SH126),King of Steam Corp,,130 Knickerbocker Ave Unit F,,Bohemia,NY,11716,6315608999,04/03/2025,04/30/2027,Active
26-69XVZ-SHMO,Mold Assessment Contractor License (SH125),Klen Space Inc.,,4555 Shearwater Lane,,Naples,FL,34119,6465881455,07/14/2026,07/31/2028,Active
24-6A3X4-SHMO,Mold Remediation Contractor License (SH126),Kyn 6 Inc.,,1685 Middle Country Road,,Centereach,NY,11720,6313848663,07/22/2024,07/31/2026,Expired
24-64JEV-SHMO,Mold Remediation Contractor License (SH126),L&J Home Improvement Solutions Inc,,2665 Homecrest ave #5A,,BROOKLYN,NY,11235,9173354240,12/31/2024,02/28/2027,Active
23-6TXW3-SHMO,Mold Remediation Contractor License (SH126),LARK CONTRACTING LLC,,180 East Prospect Ave,Suite 2,Mamaroneck,NY,10543,6464761606,06/02/2023,06/30/2025,Expired
01759,Mold Assessment Contractor License (SH125),LDN Consulting Company Inc,,234 west 137th st,,NEW YORK,NY,10030,2128763900,07/15/2022,07/31/2024,Expired
26-6IO5K-SHMO,Mold Remediation Contractor License (SH126),"LEW Environmental Services, LLC",Environmental,181 US Hwy 46,,Mine Hill,NJ,07803,9086548068,01/29/2026,01/31/2028,Active
25-65KFU-SHMO,Mold Remediation Contractor License (SH126),LL Evolution Inc,,456 drumgoole rd w,,staten island,NY,10312,3473691545,04/07/2025,04/30/2027,Active
24-634Y3-SHMO,Mold Remediation Contractor License (SH126),LSR Enterprises Inc.,Lightspeed Restoration of Orange County NY,449 E Main Street,,Middletown,NY,10940,8456740078,11/27/2024,11/30/2026,Active
26-69XIG-SHMO,Mold Assessment Contractor License (SH125),"Ladies First Environmental Group, Inc.",,543 15th St,,West Babylon,NY,11704,8553725234,07/15/2026,07/31/2028,Active
26-6Z9EA-SHMO,Mold Assessment Contractor License (SH125),Lam Risk Management Corp,,51 Pierce Street,,Staten Island,NY,10304,9173261516,05/20/2026,05/31/2028,Active
01788,Mold Assessment Contractor License (SH125),Lanham and Associates LLC,,60 Alder Lane,,SHIRLEY,NY,11967,6315662960,10/07/2022,10/31/2024,Expired
25-6LUSO-SHMO,Mold Assessment Contractor License (SH125),Lawrence Env. LLC,,"108 W 39th St, Ste 507",,NEW YORK,NY,10018,2126822001,11/05/2025,01/31/2028,Active
25-64XAO-SHMO,Mold Remediation Contractor License (SH126),Lead & Mold Detectives LLC,,2 quail path,,GLEN HEAD,NY,11545,5167075469,01/17/2025,03/31/2027,Active
01240,Mold Remediation Contractor License (SH126),Lead Clearance Inc,,74 Meade Loop,,STATEN ISLAND,NY,10309,3476995323,08/01/2018,08/31/2024,Expired
25-67VAI-SHMO,Mold Assessment Contractor License (SH125),Lead Renovation LLC,,241 Sheraden Ave,,Staten Island,NY,10314,7189382867,11/25/2025,11/30/2027,Active
01608,Mold Assessment Contractor License (SH125),Lead-Tek Inspections LLC,,186 Rye Hill Rd,,MONROE,NY,10950,8452491987,04/15/2021,03/31/2024,Expired
26-6SYNH-SHMO,Mold Assessment Contractor License (SH125),"LiRo Engineers, Inc.",,3 Aerial Way,,Syosset,NY,11791,5165952900,02/17/2026,02/29/2028,Active
25-6TKGA-SHMO,Mold Assessment Contractor License (SH125),Lighthouse Environmental Consultants,,PO Box 1208,,CARMEL,NY,10512,,05/01/2025,05/31/2027,Active
25-6UMZK-SHMO,Mold Assessment Contractor License (SH125),"Linnea Muller Real Estate & Mold Accessor, LLC",,583 Webster rd,,WEBSTER,NY,14580,5857526715,07/08/2025,07/31/2027,Active
01045,Mold Assessment Contractor License (SH125),Long Island Analytical Laboratories Inc.,,110 COLIN DRIVE,,HOLBROOK,NY,11741,6314723400,03/09/2017,10/31/2024,Expired
25-61JSX-SHMO,Mold Remediation Contractor License (SH126),LongFellow Group LLC,,525 Longfellow Ave,,BRONX,NY,10474,7186170264,10/09/2025,10/31/2027,Active
25-6ugjn-shmo,Mold Assessment Contractor License (SH125),"Lozier, Inc",,150-48 14th avenue,,WHITESTONE,NY,11357,7187670484,02/19/2025,02/28/2027,Active
25-6HPHR-SHMO,Mold Remediation Contractor License (SH126),Lux Restoration Services LLC,,27 Mills Rd,,Stony Brook,NY,11790,6313571757,08/15/2025,08/31/2027,Active
25-6HEQ7-SHMO,Mold Assessment Contractor License (SH125),"M & J Engineering, D.P.C",,2003 Jericho Turnpike,,New Hyde Park,NY,11040,5168217309,07/24/2025,07/31/2027,Active
25-6IKUL-SHMO,Mold Assessment Contractor License (SH125),M E Holvey Consulting LLC,,"4 Kalleston Dr, PO Box 1252",,PITTSFORD,NY,14534,,12/11/2025,12/31/2027,Active
26-6ZXB1-SHMO,Mold Assessment Contractor License (SH125),"M&M Pest Control, Inc.",M&M Environmental,39-27 29th Street,Suite 2,Long Island City,NY,11101,2122198218,03/10/2026,03/31/2028,Active
25-6IFQ4-SHMO,Mold Remediation Contractor License (SH126),"MARZEG OF JEFFERSON COUNTY, INC.",Servpro of Jefferson County,800 Starbuck Ave,Suite B-4,Watertown,NY,13601,3157778377,11/21/2025,01/31/2028,Active
24-6A1DR-SHMO,Mold Remediation Contractor License (SH126),"MBH Services, Inc.",,21 Mill Pond Drive,,Rochester,MA,02770,5087890983,06/24/2024,06/30/2026,Expired
26-6AFZ6-SHMO,Mold Assessment Contractor License (SH125),"MCR Property Services, LLC",All County Home Inspections,2171 Monroe Avenue,Suite 2,Rochester,NY,14618,5857734001,06/04/2026,06/30/2028,Active
25-6H676-SHMO,Mold Assessment Contractor License (SH125),MEDUNA LLC,,23 Village Circle South,,Manorville,NY,11949,9175592861,10/17/2025,10/31/2027,Active
26-66476-SHMO,Mold Remediation Contractor License (SH126),MHL Construction Corporación,,6973 Grand Ave,,Maspeth,NY,11378,9294176776,05/07/2026,05/31/2028,Active
25-6LD57-SHMO,Mold Remediation Contractor License (SH126),"MJT Contracting, Inc.",,605 W Genesee St,Suite 605,Syracuse,NY,13204,3158771885,10/23/2025,10/31/2027,Active
25-647VK-SHMO,Mold Assessment Contractor License (SH125),MMDK552 GROUP LLC,,650 Hillside Ave,,New Hyde Park,NY,11040,5163286600,02/28/2025,02/28/2027,Active
01469,Mold Assessment Contractor License (SH125),MOLDETECTIVES LLC,,"2071 Flatbush Avenue, #50",,BROOKLYN,NY,11234,3473858369,01/15/2020,01/31/2024,Expired
25-6TMBQ-SHMO,Mold Remediation Contractor License (SH126),MR MOLD NY LLC,,425 Grand Concourse,Apt. 18A,Bronx,NY,10451,5162348186,06/04/2025,06/30/2027,Active
25-6HNZX-SHMO,Mold Assessment Contractor License (SH125),MVP Home Inspections Inc,,141 Elmwood St,,Valley Stream,NY,11581,5168819884,07/03/2025,07/31/2027,Active
24-63XJR-SHMO,Mold Assessment Contractor License (SH125),"Mae Consultants, LLC",,99 Madison Ave,Suite 615,New York,NY,10016,5166202833,10/16/2024,11/30/2026,Active
25-64HEE-SHMO,Mold Remediation Contractor License (SH126),Mali Construction 1 Inc.,,314 Oder Ave,,Staten Island,NY,10304,6463924040,02/26/2025,02/28/2027,Active
26-638Z7-SHMO,Mold Remediation Contractor License (SH126),Manhattan Lead LLC,,1375 Coney Island Ave,Suite 201,Brooklyn,NY,11230,2122261614,07/30/2026,07/31/2028,Active
23-61CT3-SHMO,Mold Assessment Contractor License (SH125),"Marathon Home Inspections, LLC",,7 Erie Street,,Watervliet,NY,12189,5182567437,10/04/2023,10/31/2025,Expired
26-6AR34-SHMO,Mold Remediation Contractor License (SH126),"Mark Cerrone, Inc.",,2368 Maryland Avenue,,Niagara Falls,NY,14305,7167549226,04/13/2026,04/30/2028,Active
25-6475P-SHMO,Mold Remediation Contractor License (SH126),"Martin Environmental Services, Inc.",,1710 Erie Blvd.,,SCHENECTADY,NY,12308,5183455800,03/03/2025,03/31/2027,Active
23-6UFBC-SHMO,Mold Assessment Contractor License (SH125),Mathew Carey-Morley,,330 Dunham Hollow Rd,,AVERILL PARK,NY,12018,5186055176,07/13/2023,07/31/2025,Expired
24-6A65J-SHMO,Mold Remediation Contractor License (SH126),Maven Construction Corp,,617 Johnson Ave,,BROOKLYN,NY,11237,9177500213,08/12/2024,09/30/2026,Active
26-6ZULR-SHMO,Mold Assessment Contractor License (SH125),"Maypole Environmental Inspections, LLC",,299 Broadway,Suite 1320,New York,NY,10007,6467130347,04/28/2026,04/30/2028,Active
25-6IF5N-SHMO,Mold Remediation Contractor License (SH126),"McCabe Environmental Services, L.L.C.",,464 Valley Brook Ave,,LYNDHURST,NJ,07071,2014384839,11/20/2025,01/31/2028,Active
25-64SK4-SHMO,Mold Remediation Contractor License (SH126),Melani Contracting Inc,,163 Rhine ave,,Staten island,NY,10304,9175771942,02/06/2025,02/28/2027,Active
26-63R9E-SHMO,Mold Remediation Contractor License (SH126),Meridian Construction Group Inc,,154-04 11th Ave,,Whitestone,NY,11357,9175799464,01/20/2026,01/31/2028,Active
26-6751U-SHMO,Mold Assessment Contractor License (SH125),Metro Mold Specialists,,1755 east 14 street,,Brooklyn,NY,11229,3472556501,01/22/2026,01/31/2028,Active
01472,Mold Assessment Contractor License (SH125),Michael Kirkpatrick,Quality Home Inspection Services,104 E. Cedar Street,,POUGHKEEPSIE,NY,12601,8452244429,01/22/2020,01/31/2024,Expired
26-66HGG-SHMO,Mold Assessment Contractor License (SH125),Microbial Growth Management,,33-59 Campbell Dr,,Bronx,NY,10465,9175233032,05/12/2026,05/31/2028,Active
24-6TJA8-SHMO,Mold Remediation Contractor License (SH126),Mid Valley Contractors Inc,,32 WALNUT ST,,NEW WINDSOR,NY,12553,8455654089,12/31/2024,02/28/2027,Active
25-6HDCG-SHMO,Mold Remediation Contractor License (SH126),Mildew Busters inc,,Box 1073 14 Hudson Ave,,SHELTER ISLAND HEIGHTS,NY,11965,6317495900,07/07/2025,07/31/2027,Active
25-67GIE-SHMO,Mold Assessment Contractor License (SH125),Mindful Solutions NY LLC,,208 Meserole St,2,Brooklyn,NY,11206,6464967039,11/06/2025,11/30/2027,Active
26-6AZDR-SHMO,Mold Assessment Contractor License (SH125),Mold Agent Group Inc.,,1587 East 12th Street,,Brooklyn,NY,11230,7184406738,06/10/2026,06/30/2028,Active
25-6UOSH-SHMO,Mold Assessment Contractor License (SH125),"Mold Authority NYC, LLC",,30 Hunter Place,,STATEN ISLAND,NY,10301,9176970475,09/12/2025,09/30/2027,Active
25-644PO-SHMO,Mold Assessment Contractor License (SH125),Mold Finder LLC,,114 Brighton Way,,Merrick,NY,11566,6465220152,02/20/2025,02/28/2027,Active
23-6INZY-SHMO,Mold Assessment Contractor License (SH125),Mold Pro Inc.,,66 Deer Run,,WADING RIVER,NY,11792,6319295454,12/07/2023,12/31/2025,Expired
26-66D4G-SHMO,Mold Remediation Contractor License (SH126),Mold Proof Inc,,800 BEDFORD AVE,APT 1B,BROOKLYN,NY,11205,9296993049,02/20/2026,02/29/2028,Active
26-6A4P4-SHMO,Mold Remediation Contractor License (SH126),Mold Water Remediation Corp,,1661 East 12th st,,Brooklyn,NY,11229,2124325803,05/15/2026,07/31/2028,Active
01831,Mold Remediation Contractor License (SH126),"Mold and Lead Solutions, Inc.",,"7115 Fort Hamilton Pkwy, 2 FL",,BROOKLYN,NY,11228,7186141222,12/30/2020,08/31/2024,Expired
24-6ANCH-SHMO,Mold Remediation Contractor License (SH126),Moldman LLC,,10 Sumpter St,,ALBANY,NY,12205,5188598145,05/08/2024,05/31/2026,Expired
01877,Mold Remediation Contractor License (SH126),Moonlight Renovations Corp,,1411 Townsend Ave C9,,BRONX,NY,10452,3479578989,10/14/2022,10/31/2024,Expired
25-6LDQ6-SHMO,Mold Remediation Contractor License (SH126),Mr. Mold Free Inc.,,22-14 40th St Ste 1R,,LONG ISLAND CITY,NY,11101,9177755393,10/21/2025,10/31/2027,Active
24-63BCQ-SHMO,Mold Assessment Contractor License (SH125),My Mold Finder Inc,,59 Concord Rd,,Carmel,NY,10512,9147724451,08/22/2024,08/31/2026,Expired
26-6IC9G-SHMO,Mold Remediation Contractor License (SH126),NEBCOM INC.,,35-61 Vernon Blvd.,,Long Island City,NY,11106,7189321280,01/08/2026,12/31/2027,Active
25-65VVP-SHMO,Mold Assessment Contractor License (SH125),"NEXT LEVEL AIR QUALITY, INC.",,2A Virginia Ave,,Huntington,NY,11743,6316735337,04/10/2025,04/30/2027,Active
25-6HYJQ-SHMO,Mold Remediation Contractor License (SH126),NORTH JERSEY RESTORATION LLC,911 RESTORATION OF WESTERN BERGEN COUNTY,141 Long Hill Road,,Oakland,NJ,07436,2019615656,06/25/2025,06/30/2027,Active
26-66C4C-SHMO,Mold Remediation Contractor License (SH126),"NRC East Environmental Services, Inc.",,3 Edgewater Drive,Suite 101,Norwood,MA,02062,3154631643,03/23/2026,03/31/2028,Active
26-6A139-SHMO,Mold Remediation Contractor License (SH126),"NSC Abatement Services, Inc.",,122 East Third Street,,Mount Vernon,NY,10550,9146684111,06/04/2026,06/30/2028,Active
25-6TKWC-SHMO,Mold Remediation Contractor License (SH126),NTM Enterprises LLC,,68-10 52nd Drive,,Maspeth,NY,11378,9178284025,04/11/2025,04/30/2027,Active
01752,Mold Assessment Contractor License (SH125),"J.K. HEATH, INC.",,105 Sugar Maple Dr.,,ROCHESTER,NY,14615,5857879970,07/01/2022,07/31/2024,Expired
26-69DR9-SHMO,Mold Assessment Contractor License (SH125),JAM Restoration Inc.,Voda Cleaning & Restoration of Rochester,750 Lee Rd,Ste C,Rochester,NY,14606,5855531631,06/04/2026,06/30/2028,Active
25-6T8IZ-SHMO,Mold Assessment Contractor License (SH125),JD Environmental inc,,5014 16th Ave Ste 522,,BROOKLYN,NY,11204,7184380370,02/19/2025,02/28/2027,Active
25-65O7A-SHMO,Mold Remediation Contractor License (SH126),JL White Management Inc,,119 Montgomery Ave,,Scarsdale,NY,10583,9148745424,04/30/2025,04/30/2027,Active
25-65SA7-SHMO,Mold Assessment Contractor License (SH125),JOANIX CONSTRUCTION CORP.,,418 BROADWAY STE R,,ALBANY,NY,12207,3473261062,05/21/2025,05/31/2027,Active
25-6H8XL-SHMO,Mold Assessment Contractor License (SH125),JP HANDA CONSTRUCTION INC,,23 WOODLAND RD,,VALLEY STREAM,NY,11581,9293930027,07/21/2025,07/31/2027,Active
25-6LLAI-SHMO,Mold Remediation Contractor License (SH126),JVN Restoration Inc,,6233 Amboy Rd,,STATEN ISLAND,NY,10309,,11/18/2025,01/31/2028,Active
25-6H4UC-SHMO,Mold Remediation Contractor License (SH126),Jair & Ryan Home Improvement Inc,,PO BOX 390,,BRONX,NY,10457,,10/02/2025,10/31/2027,Active
01736,Mold Assessment Contractor License (SH125),Jason C Whipple Assessment LLC,,922 Shardon Ct,,SCHENECTADY,NY,12306,,06/07/2022,06/30/2024,Expired
24-6AEDY-SHMO,Mold Assessment Contractor License (SH125),Jedol Associates Inc.,,477 Ronkonkoma Ave,,West Hempstead,NY,11552,5167661273,05/23/2024,06/30/2026,Expired
01907,Mold Remediation Contractor License (SH126),Jessica's Advanced Environmental Solutions and Testing LLC,,13 Second St,,CAMDEN,NY,13316,3157619784,01/05/2023,12/31/2024,Expired
26-6SKRA-SHMO,Mold Assessment Contractor License (SH125),Jihad Mounir Boukhari LLC,,"362 West 52nd Street, Apt 23",,New York,NY,10019,4084272316,01/27/2026,01/31/2028,Active
25-6SVRR-SHMO,Mold Assessment Contractor License (SH125),Joes Landscaping & Home Improvements Inc.,,6 Karnell St,,SPRING VALLEY,NY,10977,8454254750,06/18/2025,06/30/2027,Active
00580,Mold Assessment Contractor License (SH125),John H. Veivia,Accurate Home Inspector,2201 State Highway 162,,ESPERANCE,NY,12066,5188689755,03/28/2016,03/31/2024,Expired
01686,Mold Assessment Contractor License (SH125),Joseph Hayes,,12 lamplighter lane,,SARATOGA SPRINGS,NY,12866,5183667366,01/14/2022,01/31/2024,Expired
00287,Mold Assessment Contractor License (SH125),Joseph V Petrozola,The Home Dedective - Home Inspection Service,1579 Valencia Road,,Niskayuna,NY,12309,5183726597,01/26/2016,01/31/2024,Expired
24-63XTV-SHMO,Mold Remediation Contractor License (SH126),Just Right Services Corp.,,3670 W Oceanside Road,,Oceanside,NY,11572,5162550017,10/17/2024,10/31/2026,Active
24-63EDJ-SHMO,Mold Remediation Contractor License (SH126),"KA&S Construction, LLC",,109 Lake Ave,Suite 209,Hilton,NY,14468,5856634590,09/18/2024,09/30/2026,Active
26-6ZU8S-SHMO,Mold Assessment Contractor License (SH125),KAM CONSULTANTS CORP.,,35-40 36th Street,,Long Island City,NY,11106,7187291997,02/19/2026,02/29/2028,Active
25-65KAV-SHMO,Mold Assessment Contractor License (SH125),KD Solutions LLC,A Cleaner Image,150 Orchard Street,,WEBSTER,NY,14580,5853771960,04/08/2025,04/30/2027,Active
25-6TKKS-SHMO,Mold Remediation Contractor License (SH126),KES Emergency Services LLC,,61 Wilson Ave,,Kingston,NY,12401,8457503836,04/28/2025,04/30/2027,Active
24-6Z9D7-SHMO,Mold Remediation Contractor License (SH126),"KMG of Upstate, Inc",,10 Cross Street,,Castleton On Hudson,NY,12033,5185882210,04/30/2024,04/30/2026,Expired
23-6IO5D-SHMO,Mold Remediation Contractor License (SH126),KNS Services Corp.,,91-08 32nd Ave,E511,East Elmhurst,NY,11369,9292457864,12/28/2023,03/31/2025,Expired
26-66ZZ3-SHMO,Mold Assessment Contractor License (SH125),KRASHI CONTRACTING INC.,,32-66 80th St,Apt E2,East Elmhurst,NY,11370,3472811707,04/27/2026,04/30/2028,Active
24-64JKX-SHMO,Mold Remediation Contractor License (SH126),Kanaris LLC,,12-54 152nd Street,,Whitestone,NY,11357,6462353620,12/31/2024,12/31/2026,Active
24-61CGV-SHMO,Mold Remediation Contractor License (SH126),Kayafas Contracting Co. Inc.,,64-11 Broadway,,WOODSIDE,NY,11377,7184585545,10/22/2024,11/30/2026,Active
01859,Mold Remediation Contractor License (SH126),"Kennedy Property Maintenance, LLC",,201 Maple Ave,,SARATOGA SPRINGS,NY,12866,8457972868,02/17/2022,12/31/2024,Expired
24-636HG-SHMO,Mold Remediation Contractor License (SH126),"Kewis Enterprises, Inc.",ServiceMaster of White Plains,41 Columbus Ave,,NEW ROCHELLE,NY,10801,9143288894,12/11/2024,12/31/2026,Active
24-6ZSKR-SHMO,Mold Assessment Contractor License (SH125),Kiko's Construction Corp.,,4122 45th Street,Suite 1A,Sunnyside,NY,11104,9294620303,04/05/2024,04/30/2026,Expired
25-6LUQP-SHMO,Mold Remediation Contractor License (SH126),Kiss Construction Inc.,,59-11 56th St,,MASPETH,NY,11378,7183662090,10/24/2025,10/31/2027,Active
25-6U1RR-SHMO,Mold Assessment Contractor License (SH125),Korean Pest Control Corp,,162-27 Depot Rd #2R,,FLUSHING,NY,11358,7184631234,08/27/2025,08/31/2027,Active
24-6A3X3-SHMO,Mold Assessment Contractor License (SH125),Kyn 6 Inc.,,1685 Middle Country Road,,Centereach,NY,11720,6313848663,07/22/2024,07/31/2026,Expired
25-6HKFU-SHMO,Mold Assessment Contractor License (SH125),L&L Environmental LLC,,888 eastern parkway,,Brooklyn,NY,11213,7187533408,07/31/2025,07/31/2027,Active
25-6IFXC-SHMO,Mold Remediation Contractor License (SH126),LCCO PROPERTIES LLC,,39 Lafayette Ave Unit A,,WESTBURY,NY,11590,5166025362,12/12/2025,12/31/2027,Active
26-661AS-SHMO,Mold Assessment Contractor License (SH125),LEAD SAFE SOLUTIONS NYC LLC,,77-02,66TH DRIVE,FLUSHING,NY,11379,3472325691,04/09/2026,04/30/2028,Active
26-6IO4A-SHMO,Mold Assessment Contractor License (SH125),"LEW Environmental Services, LLC",Environmental,181 US Hwy 46,,Mine Hill,NJ,07803,9086548068,01/29/2026,01/31/2028,Active
23-6TJMI-SHMO,Mold Remediation Contractor License (SH126),LMR Group 1818 LLC,,Post Office Box 100606,,Brooklyn,NY,11210,9177579883,04/20/2023,04/30/2025,Expired
26-6ATLH-SHMO,Mold Assessment Contractor License (SH125),"LaBella Associates, DPC",,300 State Street,Suite 201,Rochester,NY,14614,5854546110,06/17/2026,06/30/2028,Active
26-63NAL-SHMO,Mold Remediation Contractor License (SH126),"Lake Side Contracting Co., Inc.",,1979 Harlem Rd,,Buffalo,NY,14212,7166816260,08/31/2026,08/31/2028,Active
01713,Mold Assessment Contractor License (SH125),Lance Dorfi LLC,,70 Westchester Ave,,POUND RIDGE,NY,10576,9146008044,03/23/2022,03/31/2024,Expired
24-6ZIBK-SHMO,Mold Assessment Contractor License (SH125),"Laurel Environmental Geosciences, D.P.C.",,53 West Hills Rd,,Huntington Station,NY,11746,6316730612,04/03/2024,04/30/2026,Expired
26-6ZF7H-SHMO,Mold Assessment Contractor License (SH125),"Lea Environmental, LLC",,900 Route 168,Suite E4,BLACKWOOD,NJ,08012,8562622335,01/12/2026,02/29/2028,Active
25-65BSU-SHMO,Mold Assessment Contractor License (SH125),Lead & Mold Detectives LLC,,2 quail path,,GLEN HEAD,NY,11545,5167075469,03/13/2025,03/31/2027,Active
24-631PA-SHMO,Mold Assessment Contractor License (SH125),"Lead Professionals, Inc.",,6 White Dove Ct,,LAKEWOOD,NJ,08701,7326689078,10/31/2024,09/30/2026,Active
26-66JTF-SHMO,Mold Assessment Contractor License (SH125),Lead-Safe Services,,977 Morris Park Ave,,Bronx,NY,10462,7184047721,03/11/2026,03/31/2028,Active
25-61JSU-SHMO,Mold Remediation Contractor License (SH126),Legacy Restoration of New York Inc.,,5 Nelson Ave,Suite 2,Wappingers Falls,NY,12590,8452644433,04/11/2025,04/30/2027,Active
24-6SDLG-SHMO,Mold Assessment Contractor License (SH125),Liberty Cleaning & Management LLC,A-Z Home and Building,29 Juanita Ave,,Huntington,NY,11743,5169879575,01/30/2024,01/31/2026,Expired
24-64GB6-SHMO,Mold Remediation Contractor License (SH126),Lighthouse Restoration and Construction LLC,LRC Contractors,27 Grand Ave,,Farmingdale,NY,11735,5165312468,12/23/2024,12/31/2026,Active
24-6SGPE-SHMO,Mold Remediation Contractor License (SH126),"Lisus Home Improvements, Corp.",,"224 West 4th Street, Suite 203",,New York,NY,10002,3472666042,02/02/2024,02/28/2026,Expired
24-63BPF-SHMO,Mold Assessment Contractor License (SH125),Long Island Mold Testing LLC,,114 Whalers Cv,,Babylon,NY,11702,6469824105,08/22/2024,08/31/2026,Expired
01707,Mold Remediation Contractor License (SH126),Lotz Incorporated,ServPro White Plains,67 Grant Ave.,,HARRISON,NY,10528,9146841560,02/04/2022,02/28/2024,Expired
25-64Q41-SHMO,Mold Remediation Contractor License (SH126),"Lucas Environmental Services, LLC",,75 Pleasant Ave.,,Schaghticoke,NY,12154,5182229027,01/15/2025,12/31/2026,Active
23-6U8EF-SHMO,Mold Remediation Contractor License (SH126),Lynch Link LLC,Resurrect Restoration,2083 Albany Post Rd,Ste 2,Montrose,NY,10548,9179020104,07/21/2023,07/31/2025,Expired
01702,Mold Remediation Contractor License (SH126),M & L Milovoi Management Inc,,20-74 Steinway St,,ASTORIA,NY,11105,7187215289,01/20/2022,01/31/2024,Expired
24-6ALOL-SHMO,Mold Remediation Contractor License (SH126),M&H Capital Partners Inc,All Dry Services of North Shore Long Island,51 Louis Dr,,MELVILLE,NY,11747,3106194545,07/01/2024,08/31/2026,Expired
25-6LYRN-SHMO,Mold Remediation Contractor License (SH126),M&N Green Maintenance LLC,,980 Sinclair ave,,Staten island,NY,10309,3479885446,10/16/2025,10/31/2027,Active
26-69I8F-SHMO,Mold Remediation Contractor License (SH126),MASSA CONSTRUCTION INC.,,630 Pre-emption Road,,Geneva,NY,14456,3157898667,08/04/2026,08/31/2028,Active
23-61JVH-SHMO,Mold Remediation Contractor License (SH126),MC Builders 1 LLC,,8 East 33rd Street,#2,Bayonne,NJ,07002,2016430836,09/22/2023,09/30/2025,Expired
23-6LVDU-SHMO,Mold Remediation Contractor License (SH126),MCT At Service Inc,,"1585 Central Park Ave, #55",,Yonkers,NY,10710,6314920238,11/01/2023,11/30/2025,Expired
01898,Mold Remediation Contractor License (SH126),MEZA LLC,PuroClean of Central Orange,432 Heritage Lane,,MONROE,NY,10950,8458695999,12/05/2022,12/31/2024,Expired
24-63VP9-SHMO,Mold Remediation Contractor License (SH126),MHV Restoration LLC,Paul Davis Restoration of the Mid-Hudson Valley,188 Cottage Street,Suite 1,Poughkeepsie,NY,12601,8472512100,10/02/2024,10/31/2026,Active
25-6387Q-shmo,Mold Remediation Contractor License (SH126),"MK Cleaning, Inc.",Servpro of Garden City/Hempstead,"734 Franklin Ave, # 275",,GARDEN CITY,NY,11530,9175436828,12/17/2025,12/31/2027,Active
26-6ZAVQ-SHMO,Mold Remediation Contractor License (SH126),MMLMG Corp.,ServiceMaster Restoration & Cleaning Services by Gadonniex,3 Charles St,Ste 1,Pleasant Valley,NY,12569,8457235188,02/04/2026,02/29/2028,Active
24-63ZOL-SHMO,Mold Remediation Contractor License (SH126),"MP Environmental Services of NY, Inc.",,1080 Military Turnpike Suite 4,,Plattsburgh,NY,12901,5185664575,11/20/2024,11/30/2026,Active
